Brewery,City,State,Brewery_id,Name,Beer_ID,ABV,IBU,Style,Ounces
Anderson Valley Brewing Company,Boonville,CA,172,Summer Solstice (2011),77,0.056,4,Cream Ale,12
Anderson Valley Brewing Company,Boonville,CA,172,Poleeko Gold Pale Ale (2009),76,0.055,28,American Pale Ale (APA),12
Rahr & Sons Brewing Company,Fort Worth,TX,177,Pride of Texas Pale Ale,2229,0.058,60,American Pale Ale (APA),12
18th Street Brewery,Gary,IN,178,Bitter Bitch,1979,0.061,60,American Pale Ale (APA),12
Wild Wolf Brewing Company,Nellysford,VA,182,Blonde Hunny,2253,0.068,21,Belgian Pale Ale,12
Wild Wolf Brewing Company,Nellysford,VA,182,Wild Wolf Wee Heavy Scottish Style Ale,1318,0.057,20,Scotch Ale / Wee Heavy,12
Wild Wolf Brewing Company,Nellysford,VA,182,Alpha Ale,1194,0.051,45,American Pale Ale (APA),12
COOP Ale Works,Oklahoma City,OK,183,Horny Toad Cerveza,2214,0.053,25,American Blonde Ale,16
COOP Ale Works,Oklahoma City,OK,183,Native Amber,2213,0.063,35,American Amber / Red Ale,16
COOP Ale Works,Oklahoma City,OK,183,Native Amber (2013),170,0.063,35,American Amber / Red Ale,16
COOP Ale Works,Oklahoma City,OK,183,Horny Toad Cerveza (2013),169,0.053,25,American Blonde Ale,16
Seventh Son Brewing Company,Columbus,OH,184,Seventh Son of a Seventh Son,2250,0.077,40,American Strong Ale,16
Seventh Son Brewing Company,Columbus,OH,184,Stone Fort Brown Ale,1768,0.053,20,English Brown Ale,16
Seventh Son Brewing Company,Columbus,OH,184,Seventh Son Hopped Red Ale,1767,0.077,40,American Amber / Red Ale,16
Seventh Son Brewing Company,Columbus,OH,184,Humulus Nimbus Super Pale Ale,1766,0.06,53,American Pale Ale (APA),16
Oasis Texas Brewing Company,Austin,TX,185,Slow Ride,2069,0.048,35,American Pale Ale (APA),12
Mother's Brewing,Springfield,MO,189,Towhead,2237,0.052,21,American Blonde Ale,12
Two Beers Brewing Company,Seattle,WA,191,Immersion Amber,1660,0.052,27,American Amber / Red Ale,12
Two Beers Brewing Company,Seattle,WA,191,Persnickety Pale,560,0.057,36,American Pale Ale (APA),12
Two Beers Brewing Company,Seattle,WA,191,SoDo Brown Ale,519,0.054,20,American Brown Ale,12
Two Beers Brewing Company,Seattle,WA,191,Immersion Amber Ale (2011),518,0.052,27,American Amber / Red Ale,12
Snake River Brewing Company,Jackson,WY,192,Snow King Pale Ale,1606,0.06,55,American Pale Ale (APA),12
Snake River Brewing Company,Jackson,WY,192,OB-1 Organic Ale,407,0.05,22,English Brown Ale,12
Snake River Brewing Company,Jackson,WY,192,Snake River Pale Ale,402,0.052,32,American Pale Ale (APA),12
Capital Brewery,Middleton,WI,193,Dark Voyage Black IPA (2013),2227,0.065,80,American Black Ale,12
Goodlife Brewing Co.,Bend,OR,195,Mountain Rescue Pale Ale,2205,0.055,40,American Pale Ale (APA),12
Hop Valley Brewing Company,Springfield,OR,199,Double D Blonde,2195,0.049,20,American Blonde Ale,12
Hop Valley Brewing Company,Springfield,OR,199,Festeroo Winter Ale,1605,0.078,60,American Strong Ale,12
Hop Valley Brewing Company,Springfield,OR,199,Double D Blonde (2013),1390,0.049,20,American Blonde Ale,12
Hop Valley Brewing Company,Springfield,OR,199,Double D Blonde (2011),498,0.049,20,American Blonde Ale,12
Worthy Brewing Company,Bend,OR,200,Worthy Pale,1511,0.06,50,American Pale Ale (APA),12
Fearless Brewing Company,Estacada,OR,202,Loki Red Ale,2191,0.075,53,American Amber / Red Ale,16
Fearless Brewing Company,Estacada,OR,202,Loki Red Ale (2013),895,0.075,53,American Amber / Red Ale,16
Mehana Brewing Co.,Hilo,HI,204,Humpback Blonde Ale,2184,0.042,22,American Blonde Ale,12
Mehana Brewing Co.,Hilo,HI,204,Volcano Red Ale,2177,0.052,23,American Amber / Red Ale,12
Mehana Brewing Co.,Hilo,HI,204,Mauna Kea Pale Ale,2176,0.054,42,American Pale Ale (APA),12
Branchline Brewing Company,San Antonio,TX,208,Evil Owl,2167,0.052,40,American Amber / Red Ale,12
Modern Times Beer,San Diego,CA,210,Oneida,2156,0.052,50,American Pale Ale (APA),16
Modern Times Beer,San Diego,CA,210,Aurora,2154,0.067,75,American Amber / Red Ale,16
Modern Times Beer,San Diego,CA,210,Lomaland,1495,0.055,30,Saison / Farmhouse Ale,16
Modern Times Beer,San Diego,CA,210,Fortunate Islands,1494,0.047,46,American Pale Wheat Ale,16
Modern Times Beer,San Diego,CA,210,Blazing World,1492,0.065,115,American Amber / Red Ale,16
Grapevine Craft Brewery,Farmers Branch,TX,214,Monarch Classic American Wheat,2129,0.043,21,American Pale Wheat Ale,12
Grapevine Craft Brewery,Farmers Branch,TX,214,Sir William's English Brown Ale,2127,0.049,21,English Brown Ale,12
Grapevine Craft Brewery,Farmers Branch,TX,214,Lakefire Rye Pale Ale,2126,0.055,35,American Pale Ale (APA),12
Buffalo Bayou Brewing Company,Houston,TX,215,1836,2125,0.06,40,American Blonde Ale,12
Texian Brewing Co.,Richmond,TX,216,First Stand,2119,0.055,35,Saison / Farmhouse Ale,12
Texian Brewing Co.,Richmond,TX,216,Battle LIne,2118,0.063,23,American Brown Ale,12
Laughing Dog Brewing Company,Ponderay,ID,219,Laughing Dog Cream Ale,2108,0.05,12,Cream Ale,12
Big Choice Brewing,Broomfield,CO,221,Aprè Shred,2104,0.081,17,American Strong Ale,16
Big Choice Brewing,Broomfield,CO,221,Disconnected Red,1067,0.067,85,American Amber / Red Ale,16
Big Storm Brewing Company,Odessa,FL,222,Wavemaker,2095,0.058,38,American Amber / Red Ale,12
Carton Brewing Company,Atlantic Highlands,NJ,223,Epitome,2094,0.099,100,American Black Ale,16
Midnight Sun Brewing Company,Anchorage,AK,224,Kodiak Brown Ale,586,0.05,24,American Brown Ale,12
Fat Head's Brewery,Middleburg Heights,OH,225,Trail Head,2089,0.063,55,American Pale Ale (APA),12
Chatham Brewing,Chatham,NY,227,8 Barrel,2080,0.08,69,American Strong Ale,16
DC Brau Brewing Company,Washington,DC,228,The Tradition,1809,0.05,15,American Blonde Ale,12
Geneva Lake Brewing Company,Lake Geneva,WI,229,Boathouse Blonde,2076,0.049,15,American Blonde Ale,12
Geneva Lake Brewing Company,Lake Geneva,WI,229,Cedar Point,2075,0.05,26,American Amber / Red Ale,12
Cape Ann Brewing Company,Gloucester,MA,231,Imperial Pumpkin Stout,2068,0.099,43,Pumpkin Ale,16
Cape Ann Brewing Company,Gloucester,MA,231,Fisherman's Brew,2064,0.055,30,American Amber / Red Ale,12
Joseph James Brewing Company,Henderson,NV,234,Fox Tail Gluten Free Ale,469,0.05,50,American Pale Ale (APA),12
Harpoon Brewery,Boston,MA,235,UFO Pumpkin,1340,0.059,20,Pumpkin Ale,12
Harpoon Brewery,Boston,MA,235,UFO White,610,0.048,10,American Pale Wheat Ale,12
Devil's Backbone Brewing Company,Lexington,VA,238,Bravo Four Point,2051,0.044,45,American Pale Ale (APA),12
Devil's Backbone Brewing Company,Lexington,VA,238,Striped Bass Pale Ale,1201,0.052,26,American Pale Ale (APA),12
Newburgh Brewing Company,Newburgh,NY,239,Cream Ale,2050,0.042,35,Cream Ale,12
Golden Road Brewing,Los Angeles,CA,241,Saison Pamplemousse,1960,0.058,35,Saison / Farmhouse Ale,12
Golden Road Brewing,Los Angeles,CA,241,Get Up Offa That Brown,991,0.055,20,American Brown Ale,16
New Republic Brewing Company,College Station,TX,242,Kadigan,2042,0.056,30,American Blonde Ale,12
New Republic Brewing Company,College Station,TX,242,Dammit Jim!,2041,0.052,50,American Amber / Red Ale,12
Infamous Brewing Company,Austin,TX,243,Hijack,1774,0.055,20,Cream Ale,12
Lift Bridge Brewing Company,Stillwater,MN,245,Farm Girl Saison,1168,0.06,30,Saison / Farmhouse Ale,16
Lucky Town Brewing Company,Jackson,MS,246,Pub Ale,2033,0.038,18,English Dark Mild Ale,12
Lucky Town Brewing Company,Jackson,MS,246,Ballistic Blonde,2032,0.051,31,Belgian Pale Ale,12
Quest Brewing Company,Greenville,SC,247,Golden Fleece,2031,0.045,35,Belgian Pale Ale,12
Half Full Brewery,Stamford,CT,249,Half Full Bright Ale,1361,0.052,18,American Blonde Ale,12
Chapman's Brewing,Angola,IN,251,Pail Ale,2017,0.055,30,American Pale Ale (APA),16
Finch's Beer Company,Chicago,IL,257,Sobek & Set,1664,0.08,80,American Black Ale,16
Finch's Beer Company,Chicago,IL,257,Wet Hot American Wheat Ale,1662,0.05,22,American Pale Wheat Ale,16
Finch's Beer Company,Chicago,IL,257,Fascist Pig Ale,935,0.08,72,American Amber / Red Ale,16
Ozark Beer Company,Rogers,AR,260,Ozark American Pale Ale,1961,0.04,39,American Pale Ale (APA),12
Otter Creek Brewing,Waterbury,VT,262,Overgrown American Pale Ale,1946,0.055,55,American Pale Ale (APA),12
Tractor Brewing Company,Albuquerque,NM,266,Farmer's Tan Red Ale,1936,0.06,30,American Amber / Red Ale,12
Peak Organic Brewing Company,Portland,ME,267,Summer Session Ale,1930,0.05,61,American Pale Wheat Ale,12
Cape Cod Beer,Hyannis,MA,268,Cape Cod Red,1928,0.055,35,American Amber / Red Ale,16
Cape Cod Beer,Hyannis,MA,268,Beach Blonde,1927,0.049,10,American Blonde Ale,16
Long Trail Brewing Company,Bridgewater Corners,VT,269,Long Trail Ale,1924,0.046,30,American Amber / Red Ale,12
Great Raft Brewing Company,Shreveport,LA,270,Commotion APA,1923,0.052,49,American Pale Ale (APA),12
Alaskan Brewing Company,Juneau,AK,271,Freeride APA,1921,0.053,40,American Pale Ale (APA),12
Three Notch'd Brewing Company,Charlottesville,VA,274,Hydraulion Red,1913,0.053,22,Irish Red Ale,12
Montauk Brewing Company,Montauk,NY,277,Montauk Summer Ale,1907,0.056,28,American Blonde Ale,12
Indeed Brewing Company,Minneapolis,MN,278,Shenanigans Summer Ale,1115,0.046,27,American Pale Wheat Ale,12
Indeed Brewing Company,Minneapolis,MN,278,Midnight Ryder,729,0.065,80,American Black Ale,12
Indeed Brewing Company,Minneapolis,MN,278,Day Tripper Pale Ale,728,0.054,45,American Pale Ale (APA),12
Berkshire Brewing Company,South Deerfield,MA,279,Steel Rail Extra Pale Ale,1317,0.053,20,American Pale Ale (APA),12
Defiance Brewing Company,Hays,KS,284,Gutch English Style Mild Ale,1885,0.05,16,English Pale Mild Ale,12
Milwaukee Brewing Company,Milwaukee,WI,285,Louie's Demise Amber Ale,1272,0.051,24,American Amber / Red Ale,16
Milwaukee Brewing Company,Milwaukee,WI,285,Booyah Farmhouse Ale,932,0.065,20,Saison / Farmhouse Ale,16
Milwaukee Brewing Company,Milwaukee,WI,285,Louie’s Demise Immort-Ale (2010),171,0.051,24,American Amber / Red Ale,16
Catawba Island Brewing,Port Clinton,OH,286,Seiche Scottish Ale,1881,0.078,16,Scottish Ale,16
Back Forty Beer Company,Gadsden,AL,287,Naked Pig Pale Ale,1875,0.06,43,American Pale Ale (APA),12
Four Corners Brewing Company,Dallas,TX,288,Local Buzz,1872,0.052,20,American Blonde Ale,12
Saint Archer Brewery,San Diego,CA,289,Saint Archer Pale Ale,1865,0.052,40,American Pale Ale (APA),12
Baxter Brewing Company,Lewiston,ME,293,Amber Road,533,0.055,35,American Amber / Red Ale,12
Baxter Brewing Company,Lewiston,ME,293,Pamola Xtra Pale Ale,183,0.049,28,American Pale Ale (APA),12
Black Shirt Brewing Company,Denver,CO,295,American India Red Ale,1850,0.071,83,American Strong Ale,12
Black Shirt Brewing Company,Denver,CO,295,American Red Saison,1848,0.078,34,Saison / Farmhouse Ale,12
Black Shirt Brewing Company,Denver,CO,295,Colorado Red Ale,1847,0.066,44,American Amber / Red Ale,12
Wachusett Brewing Company,Westminster,MA,296,Country Pale Ale,1030,0.051,17,English Pale Ale,12
Wachusett Brewing Company,Westminster,MA,296,Pumpkan,908,0.052,20,Pumpkin Ale,12
Hop Farm Brewing Company,Pittsburgh,PA,298,Provision,1835,0.042,25,Saison / Farmhouse Ale,12
Hop Farm Brewing Company,Pittsburgh,PA,298,One Nut Brown,1834,0.047,28,American Brown Ale,12
Liquid Hero Brewery,York,PA,299,American Hero,1688,0.057,42,American Amber / Red Ale,12
Matt Brewing Company,Utica,NY,300,Blueberry Blonde Ale,773,0.05,12,American Blonde Ale,12
Boston Beer Company,Boston,MA,301,Samuel Adams Summer Ale,1144,0.053,7,American Pale Wheat Ale,12
Old Forge Brewing Company,Danville,PA,302,Falling Down Brown Ale,1487,0.065,65,American Brown Ale,16
Old Forge Brewing Company,Danville,PA,302,Old Forge Pumpkin Ale,1394,0.046,20,Pumpkin Ale,16
Payette Brewing Company,Garden City,ID,308,Rodeo Rye Pale Ale,1805,0.042,35,American Pale Ale (APA),12
Payette Brewing Company,Garden City,ID,308,Payette Pale Ale,890,0.048,35,American Pale Ale (APA),12
Payette Brewing Company,Garden City,ID,308,Mutton Buster,775,0.055,25,American Brown Ale,12
Brew Bus Brewing,Tampa,FL,309,Rollin Dirty Red Ale,1800,0.05,21,Irish Red Ale,12
Brew Bus Brewing,Tampa,FL,309,Are Wheat There Yet?,1799,0.055,28,American Pale Wheat Ale,12
Sockeye Brewing Company,Boise,ID,310,Hell-Diver Pale Ale,1151,0.052,32,American Pale Ale (APA),12
Sockeye Brewing Company,Boise,ID,310,Woolybugger Wheat,1150,0.046,12,American Pale Wheat Ale,12
Sockeye Brewing Company,Boise,ID,310,Winterfest,995,0.084,90,American Strong Ale,16
Jackalope Brewing Company,Nashville,TN,313,Thunder Ann,1793,0.055,37,American Pale Ale (APA),12
Slanted Rock Brewing Company,Meridian,ID,314,Iron Butt Red Ale,1792,0.058,39,American Amber / Red Ale,12
Piney River Brewing Company,Bucryus,MO,315,Float Trip Ale,1335,0.045,18,American Blonde Ale,16
Piney River Brewing Company,Bucryus,MO,315,Black Walnut Wheat,846,0.045,18,American Dark Wheat Ale,16
Piney River Brewing Company,Bucryus,MO,315,McKinney Eddy Amber Ale,521,0.055,20,American Amber / Red Ale,16
Banner Beer Company,Williamsburg,MA,319,Banner American Ale,1643,0.035,45,American Amber / Red Ale,12
Rivertown Brewing Company,Lockland,OH,322,Hop Bomber Rye Pale Ale,1654,0.055,60,American Pale Ale (APA),16
Voodoo Brewery,Meadville,PA,323,Wynona's Big Brown Ale,1730,0.075,31,American Brown Ale,12
Voodoo Brewery,Meadville,PA,323,Gran Met,1729,0.092,25,Belgian Strong Pale Ale,12
Pisgah Brewing Company,Black Mountain,NC,325,Pisgah Pale Ale,1759,0.057,31,American Pale Ale (APA),12
Morgan Street Brewery,Saint Louis,MO,327,Honey Wheat,1052,0.047,14,American Pale Wheat Ale,12
The Bronx Brewery,Bronx,NY,330,Bronx Summer Pale Ale,1748,0.052,16,American Pale Ale (APA),16
The Bronx Brewery,Bronx,NY,330,Bronx Black Pale Ale,1747,0.057,46,American Black Ale,16
The Bronx Brewery,Bronx,NY,330,Bronx Pale Ale,1037,0.063,50,American Pale Ale (APA),16
Dead Armadillo Craft Brewing,Tulsa,OK,331,Dead Armadillo Amber Ale,1746,0.063,37,American Amber / Red Ale,12
Fargo Brewing Company,Fargo,ND,336,Iron Horse Pale Ale,1722,0.05,32,American Pale Ale (APA),12
Fargo Brewing Company,Fargo,ND,336,Stone's Throw IPA,1435,0.045,19,Scottish Ale,12
Big Sky Brewing Company,Missoula,MT,337,Scape Goat Pale Ale,1713,0.05,40,English Pale Ale,12
Big Sky Brewing Company,Missoula,MT,337,Montana Trout Slayer Ale,1712,0.05,35,American Pale Wheat Ale,12
Big Sky Brewing Company,Missoula,MT,337,Moose Drool Brown Ale,1711,0.051,26,American Brown Ale,12
Big Sky Brewing Company,Missoula,MT,337,Powder Hound Winter Ale,1456,0.072,60,English Strong Ale,12
Big Sky Brewing Company,Missoula,MT,337,Moose Drool Brown Ale (2011),767,0.051,26,American Brown Ale,12
Big Sky Brewing Company,Missoula,MT,337,Montana Trout Slayer Ale (2012),766,0.05,35,American Pale Wheat Ale,12
Big Sky Brewing Company,Missoula,MT,337,Scape Goat Pale Ale (2010),159,0.05,40,English Pale Ale,12
Big Sky Brewing Company,Missoula,MT,337,Montana Trout Slayer Ale (2009),35,0.05,35,American Pale Wheat Ale,12
Big Sky Brewing Company,Missoula,MT,337,Moose Drool Brown Ale (2009),34,0.051,26,American Brown Ale,12
Nebraska Brewing Company,Papillion,NE,338,Wick For Brains,1705,0.061,11,Pumpkin Ale,12
Nebraska Brewing Company,Papillion,NE,338,Brunette Nut Brown Ale,1146,0.048,15,English Brown Ale,12
Nebraska Brewing Company,Papillion,NE,338,Cardinal Pale Ale,1145,0.057,29,American Pale Ale (APA),12
Hardywood Park Craft Brewery,Richmond,VA,344,Hardywood Cream Ale,1331,0.044,18,Cream Ale,12
Hardywood Park Craft Brewery,Richmond,VA,344,Capital Trail Pale Ale,1270,0.056,55,American Pale Ale (APA),12
Manzanita Brewing Company,Santee,CA,347,Riverwalk Blonde Ale,1672,0.06,25,American Blonde Ale,12
Manzanita Brewing Company,Santee,CA,347,Gillespie Brown Ale,1671,0.095,49,American Brown Ale,12
Manzanita Brewing Company,Santee,CA,347,Manzanita Pale Ale,1670,0.066,44,American Pale Ale (APA),12
Central Coast Brewing Company,San Luis Obispo,CA,351,Catch 23,1646,0.075,77,American Black Ale,16
Manayunk Brewing Company,Philadelphia,PA,357,Belgian Style Session Ale,1625,0.045,21,Belgian Pale Ale,12
Manayunk Brewing Company,Philadelphia,PA,357,Summer Paradise,1484,0.05,18,American Pale Wheat Ale,12
NoDa Brewing Company,Charlotte,NC,360,Jam Session,1622,0.051,31,American Pale Ale (APA),16
Aviator Brewing Company,Fuquay-Varina,NC,361,Pumpkin Beast,1620,0.062,17,Pumpkin Ale,12
Aviator Brewing Company,Fuquay-Varina,NC,361,Mad Beach,1228,0.048,23,American Pale Wheat Ale,12
Aviator Brewing Company,Fuquay-Varina,NC,361,Hot Rod Red,702,0.061,41,American Amber / Red Ale,12
Wild Onion Brewing Company,Lake Barrington,IL,362,Phat Chance,971,0.052,27,American Blonde Ale,12
Wild Onion Brewing Company,Lake Barrington,IL,362,Paddy Pale Ale,162,0.056,41,American Pale Ale (APA),12
Hilliard's Beer,Seattle,WA,363,The 12th Can™,1615,0.045,32,American Pale Ale (APA),16
Hilliard's Beer,Seattle,WA,363,Hilliard's Blonde,724,0.049,20,American Blonde Ale,16
Hilliard's Beer,Seattle,WA,363,Hilliard's Amber Ale,497,0.055,60,American Amber / Red Ale,16
Hilliard's Beer,Seattle,WA,363,Hilliard's Saison,496,0.066,30,Saison / Farmhouse Ale,16
Great River Brewery,Davenport,IA,366,Barrel Aged Farmer,1574,0.07,22,American Brown Ale,16
Great River Brewery,Davenport,IA,366,Owney Irish Style Red Ale,1064,0.05,30,Irish Red Ale,16
Great River Brewery,Davenport,IA,366,Roller Dam Red Ale,864,0.054,30,Irish Red Ale,16
Great River Brewery,Davenport,IA,366,483 Pale Ale,863,0.053,48,American Pale Ale (APA),16
Great River Brewery,Davenport,IA,366,Farmer Brown Ale,655,0.07,22,American Brown Ale,16
Great River Brewery,Davenport,IA,366,40th Annual Bix Street Fest Copper Ale (Current),517,0.048,25,American Amber / Red Ale,16
Great River Brewery,Davenport,IA,366,483 Pale Ale (2010),190,0.053,48,American Pale Ale (APA),16
Great River Brewery,Davenport,IA,366,Roller Dam Red Ale (2010),189,0.054,30,Irish Red Ale,16
Mustang Brewing Company,Mustang,OK,367,Mustang Golden Ale,421,0.053,10,American Blonde Ale,12
Mustang Brewing Company,Mustang,OK,367,Washita Wheat,420,0.053,14,American Pale Wheat Ale,12
Airways Brewing Company,Kent,WA,368,Oatmeal PSA,1162,0.05,35,American Pale Ale (APA),16
21st Amendment Brewery,San Francisco,CA,369,Bitter American,876,0.044,42,American Pale Ale (APA),12
21st Amendment Brewery,San Francisco,CA,369,Special Edition: Allies Win The War!,531,0.085,52,English Strong Ale,12
21st Amendment Brewery,San Francisco,CA,369,Bitter American (2011),353,0.044,42,American Pale Ale (APA),12
21st Amendment Brewery,San Francisco,CA,369,Back in Black,173,0.068,65,American Black Ale,12
21st Amendment Brewery,San Francisco,CA,369,Monk's Blood,11,0.083,35,Belgian Dark Ale,12
Sly Fox Brewing Company,Pottstown,PA,372,Phoenix Pale Ale,20,0.051,40,American Pale Ale (APA),12
Astoria Brewing Company,Astoria,OR,375,Old Red Beard Amber Ale,978,0.06,35,American Amber / Red Ale,12
Maui Brewing Company,Lahaina,HI,376,Lahaina Town Brown,1578,0.051,20,American Brown Ale,12
Maui Brewing Company,Lahaina,HI,376,Sobrehumano Palena'ole,690,0.06,24,American Amber / Red Ale,12
Maui Brewing Company,Lahaina,HI,376,Mana Wheat,313,0.055,15,American Pale Wheat Ale,12
RoughTail Brewing Company,Midwest City,OK,377,12th Round,1577,0.076,78,American Strong Ale,16
Grey Sail Brewing of Rhode Island,Westerly,RI,380,Flying Jenny Extra Pale Ale,1505,0.06,54,American Pale Ale (APA),12
Grey Sail Brewing of Rhode Island,Westerly,RI,380,Flying Jenny Extra Pale Ale (2012),693,0.06,54,American Pale Ale (APA),12
Grey Sail Brewing of Rhode Island,Westerly,RI,380,Flagship Ale,631,0.049,22,Cream Ale,12
Blue Blood Brewing Company,Lincoln,NE,381,834 Happy As Ale,611,0.046,35,American Pale Ale (APA),12
Blue Mountain Brewery,Afton,VA,383,Full Nelson Pale Ale,1547,0.059,60,American Pale Ale (APA),12
Blue Mountain Brewery,Afton,VA,383,Full Nelson Pale Ale (2010),119,0.059,60,American Pale Ale (APA),12
Oskar Blues Brewery (North Carol...,Brevard,NC,390,Old Chub,1175,0.08,35,Scottish Ale,12
Oskar Blues Brewery (North Carol...,Brevard,NC,390,Dale's Pale Ale,1166,0.065,65,American Pale Ale (APA),19.2
Oskar Blues Brewery (North Carol...,Brevard,NC,390,Dale's Pale Ale,1065,0.065,65,American Pale Ale (APA),12
Breckenridge Brewery,Denver,CO,392,Agave Wheat,1522,0.042,9,American Pale Wheat Ale,12
Breckenridge Brewery,Denver,CO,392,SummerBright Ale,397,0.045,15,American Pale Wheat Ale,12
Breckenridge Brewery,Denver,CO,392,Avalanche Ale,83,0.054,19,American Amber / Red Ale,12
Santa Fe Brewing Company,Santa Fe,NM,393,Saison 88,1519,0.055,30,Saison / Farmhouse Ale,12
Santa Fe Brewing Company,Santa Fe,NM,393,Black IPA,967,0.071,95,American Black Ale,12
Miami Brewing Company,Miami,FL,394,Gator Tail Brown Ale,1507,0.053,30,American Brown Ale,12
Miami Brewing Company,Miami,FL,394,Big Rod Coconut Ale,1325,0.053,16,American Blonde Ale,12
Hops & Grain Brewery,Austin,TX,396,Pale Dog,501,0.06,50,American Pale Ale (APA),12
Ruhstaller Beer Company,Sacramento,CA,398,1881 California Red,1479,0.056,35,American Amber / Red Ale,12
Ruhstaller Beer Company,Sacramento,CA,398,CAPT Black IPA,1478,0.073,55,American Black Ale,12
Ruhstaller Beer Company,Sacramento,CA,398,CAPT Black IPA,883,0.073,55,American Black Ale,16
Ruhstaller Beer Company,Sacramento,CA,398,1881 California Red Ale,882,0.056,35,American Amber / Red Ale,16
Saugatuck Brewing Company,Douglas,MI,399,Oval Beach Blonde Ale,1477,0.05,11,American Blonde Ale,16
Fate Brewing Company,Boulder,CO,406,Parcae Belgian Style Pale Ale,1454,0.05,20,Belgian Pale Ale,16
Coastal Empire Beer Company,Savannah,GA,416,Tybee Island Blonde,1407,0.047,17,American Blonde Ale,12
Coastal Empire Beer Company,Savannah,GA,416,Savannah Brown Ale,1406,0.062,55,American Brown Ale,12
Boulder Beer Company,Boulder,CO,418,Hazed & Infused,1395,0.049,35,American Pale Ale (APA),12
Boulder Beer Company,Boulder,CO,418,Hoopla Pale Ale,808,0.057,35,American Pale Ale (APA),12
Boulder Beer Company,Boulder,CO,418,Hazed & Infused (2010),81,0.049,35,American Pale Ale (APA),12
Coalition Brewing Company,Portland,OR,419,Cascadian Dark Ale,1393,0.06,75,American Black Ale,12
Coalition Brewing Company,Portland,OR,419,Wheat the People,893,0.044,13,American Pale Wheat Ale,16
Sanitas Brewing Company,Boulder,CO,420,Sanitas Saison Ale,1392,0.058,20,Saison / Farmhouse Ale,12
Sanitas Brewing Company,Boulder,CO,420,Sanitas Black IPA,1391,0.068,65,American Black Ale,12
Hess Brewing Company,San Diego,CA,424,Grazias,1351,0.063,30,Cream Ale,16
Wynkoop Brewing Company,Denver,CO,425,Silverback Pale Ale,145,0.055,40,American Pale Ale (APA),12
Armadillo Ale Works,Denton,TX,427,Greenbelt Farmhouse Ale,1332,0.051,20,Saison / Farmhouse Ale,12
Schlafly Brewing Company,Saint Louis,MO,429,Schlafly Yakima Wheat Ale,1324,0.05,45,American Pale Wheat Ale,12
Schlafly Brewing Company,Saint Louis,MO,429,Schlafly American Brown Ale,1077,0.05,30,American Brown Ale,12
French Broad Brewery,Asheville,NC,434,Wee-Heavy-Er Scotch Ale,1260,0.07,24,Scotch Ale / Wee Heavy,12
Pateros Creek Brewing Company,Fort Collins,CO,442,Rustic Red,1268,0.052,23,Irish Red Ale,16
Pateros Creek Brewing Company,Fort Collins,CO,442,Stimulator Pale Ale,697,0.053,48,American Pale Ale (APA),16
Big Wood Brewery,Vadnais Heights,MN,445,Jack Pine Savage,1257,0.053,43,American Pale Ale (APA),16
Swamp Head Brewery,Gainesville,FL,448,Stump Knocker Pale Ale,1240,0.056,35,American Pale Ale (APA),12
Swamp Head Brewery,Gainesville,FL,448,Wild Night,1238,0.059,18,Cream Ale,12
Mavericks Beer Company,Half Moon Bay,CA,449,Back in the Saddle Rye Pale Ale,1047,0.037,53,American Pale Ale (APA),12
TailGate Beer,San Diego,CA,450,Blacktop Blonde,622,0.05,19,American Blonde Ale,24
TailGate Beer,San Diego,CA,450,Blacktop Blonde,362,0.05,19,American Blonde Ale,12
Northwest Brewing Company,Pacific,WA,451,Three Skulls Ale Pale Ale,1226,0.063,42,American Pale Ale (APA),16
Denali Brewing Company,Talkeetna,AK,454,Mother Ale,1159,0.056,46,American Blonde Ale,12
Denali Brewing Company,Talkeetna,AK,454,Single Engine Red,929,0.058,46,Irish Red Ale,12
Deschutes Brewery,Bend,OR,455,Mirror Pond Pale Ale,1210,0.05,40,American Pale Ale (APA),12
The Black Tooth Brewing Company,Sheridan,WY,458,Bomber Mountain Amber Ale (2013),1200,0.046,20,American Amber / Red Ale,12
The Black Tooth Brewing Company,Sheridan,WY,458,Saddle Bronc Brown Ale (2013),1198,0.048,16,English Brown Ale,12
The Black Tooth Brewing Company,Sheridan,WY,458,Wagon Box Wheat Beer,1197,0.059,15,American Pale Wheat Ale,12
Kenai River Brewing Company,Soldotna,AK,459,Peninsula Brewers Reserve (PBR),1187,0.05,15,American Blonde Ale,12
Fremont Brewing Company,Seattle,WA,461,Harvest Ale,901,0.065,35,Saison / Farmhouse Ale,12
Fremont Brewing Company,Seattle,WA,461,Fremont Summer Ale,875,0.065,45,American Pale Ale (APA),12
Fremont Brewing Company,Seattle,WA,461,Universale Pale Ale,858,0.056,30,American Pale Ale (APA),12
Good Life Brewing Company,Bend,OR,465,Sweet As Pacific Ale,1108,0.06,18,American Pale Wheat Ale,12
Green Room Brewing,Jacksonville,FL,467,Pablo Beach Pale Ale,1106,0.05,30,American Pale Ale (APA),12
Terrapin Brewing Company,Athens,GA,470,RecreationAle,1082,0.047,42,American Pale Ale (APA),12
Okoboji Brewing Company,Spirit Lake,IA,472,The Hole in Hadrian's Wall,1059,0.095,19,Scottish Ale,16
Okoboji Brewing Company,Spirit Lake,IA,472,33 Select Brown Ale,1058,0.065,26,American Brown Ale,16
Okoboji Brewing Company,Spirit Lake,IA,472,Midwest Charm Farmhouse Ale,603,0.06,29,Saison / Farmhouse Ale,16
